year,gameType,team,opponent,wins,losses,ties,total_games,win_pct
1901,Regular,Ohio State,Indiana,0,1,0,1,0.0
1901,Regular,Ohio State,Michigan,0,1,0,1,0.0
1901,Regular,Purdue,Illinois,0,1,0,1,0.0
1901,Regular,Purdue,Indiana,0,1,0,1,0.0
1901,Regular,Purdue,Northwestern,0,1,0,1,0.0
1901,Regular,Wisconsin,Minnesota,1,0,0,1,100.0
1901,Regular,Wisconsin,Nebraska,1,0,0,1,100.0
1902,Regular,Illinois,Indiana,1,0,0,1,100.0
1902,Regular,Illinois,Iowa,1,0,0,1,100.0
1902,Regular,Illinois,Minnesota,0,1,0,1,0.0
1902,Regular,Illinois,Northwestern,1,0,0,1,100.0
1902,Regular,Illinois,Ohio State,0,0,1,1,0.0
1902,Regular,Illinois,Purdue,1,0,0,1,100.0
1902,Regular,Indiana,Illinois,0,1,0,1,0.0
1902,Regular,Indiana,Michigan,0,1,0,1,0.0
1902,Regular,Indiana,Ohio State,0,0,1,1,0.0
1902,Regular,Indiana,Purdue,0,1,0,1,0.0
1902,Regular,Iowa,Illinois,0,1,0,1,0.0
1902,Regular,Iowa,Michigan,0,1,0,1,0.0
1902,Regular,Iowa,Minnesota,0,1,0,1,0.0
1902,Regular,Michigan,Indiana,1,0,0,1,100.0
1902,Regular,Michigan,Iowa,1,0,0,1,100.0
1902,Regular,Michigan,Michigan State,1,0,0,1,100.0
1902,Regular,Michigan,Minnesota,1,0,0,1,100.0
1902,Regular,Michigan,Ohio State,1,0,0,1,100.0
1902,Regular,Michigan,Wisconsin,1,0,0,1,100.0
1902,Regular,Michigan State,Michigan,0,1,0,1,0.0
1902,Regular,Minnesota,Illinois,1,0,0,1,100.0
1902,Regular,Minnesota,Iowa,1,0,0,1,100.0
1902,Regular,Minnesota,Michigan,0,1,0,1,0.0
1902,Regular,Minnesota,Nebraska,0,1,0,1,0.0
1902,Regular,Minnesota,Wisconsin,1,0,0,1,100.0
1902,Regular,Nebraska,Minnesota,1,0,0,1,100.0
1902,Regular,Nebraska,Northwestern,1,0,0,1,100.0
1902,Regular,Northwestern,Illinois,0,1,0,1,0.0
1902,Regular,Northwestern,Nebraska,0,1,0,1,0.0
1902,Regular,Northwestern,Purdue,0,1,0,1,0.0
1902,Regular,Northwestern,Wisconsin,0,1,0,1,0.0
1902,Regular,Ohio State,Illinois,0,0,1,1,0.0
1902,Regular,Ohio State,Indiana,0,0,1,1,0.0
1902,Regular,Ohio State,Michigan,0,1,0,1,0.0
1902,Regular,Purdue,Illinois,0,1,0,1,0.0
1902,Regular,Purdue,Indiana,1,0,0,1,100.0
1902,Regular,Purdue,Northwestern,1,0,0,1,100.0
1902,Regular,Wisconsin,Michigan,0,1,0,1,0.0
1902,Regular,Wisconsin,Minnesota,0,1,0,1,0.0
1902,Regular,Wisconsin,Northwestern,1,0,0,1,100.0
1903,Regular,Illinois,Indiana,0,1,0,1,0.0
1903,Regular,Illinois,Iowa,0,1,0,1,0.0
1903,Regular,Illinois,Minnesota,0,1,0,1,0.0
1903,Regular,Illinois,Nebraska,0,1,0,1,0.0
1903,Regular,Illinois,Northwestern,0,1,0,1,0.0
1903,Regular,Illinois,Purdue,1,0,0,1,100.0
1903,Regular,Indiana,Illinois,1,0,0,1,100.0
1903,Regular,Indiana,Michigan,0,1,0,1,0.0
1903,Regular,Indiana,Ohio State,1,0,0,1,100.0
1903,Regular,Iowa,Illinois,1,0,0,1,100.0
1903,Regular,Iowa,Minnesota,0,1,0,1,0.0
1903,Regular,Iowa,Nebraska,0,1,0,1,0.0
1903,Regular,Michigan,Indiana,1,0,0,1,100.0
1903,Regular,Michigan,Minnesota,0,0,1,1,0.0
1903,Regular,Michigan,Ohio State,1,0,0,1,100.0
1903,Regular,Michigan,Wisconsin,1,0,0,1,100.0
1903,Regular,Minnesota,Illinois,1,0,0,1,100.0
1903,Regular,Minnesota,Iowa,1,0,0,1,100.0
1903,Regular,Minnesota,Michigan,0,0,1,1,0.0
1903,Regular,Minnesota,Wisconsin,1,0,0,1,100.0
1903,Regular,Nebraska,Illinois,1,0,0,1,100.0
1903,Regular,Nebraska,Iowa,1,0,0,1,100.0
1903,Regular,Northwestern,Illinois,1,0,0,1,100.0
1903,Regular,Northwestern,Wisconsin,0,0,1,1,0.0
1903,Regular,Ohio State,Indiana,0,1,0,1,0.0
1903,Regular,Ohio State,Michigan,0,1,0,1,0.0
1903,Regular,Purdue,Illinois,0,1,0,1,0.0
1903,Regular,Wisconsin,Michigan,0,1,0,1,0.0
1903,Regular,Wisconsin,Minnesota,0,1,0,1,0.0
1903,Regular,Wisconsin,Northwestern,0,0,1,1,0.0
1904,Regular,Illinois,Indiana,1,0,0,1,100.0
1904,Regular,Illinois,Iowa,1,0,0,1,100.0
1904,Regular,Illinois,Nebraska,0,1,0,1,0.0
1904,Regular,Illinois,Northwestern,0,1,0,1,0.0
1904,Regular,Illinois,Ohio State,1,0,0,1,100.0
1904,Regular,Illinois,Purdue,1,0,0,1,100.0
1904,Regular,Indiana,Illinois,0,1,0,1,0.0
1904,Regular,Indiana,Ohio State,1,0,0,1,100.0
1904,Regular,Indiana,Purdue,0,1,0,1,0.0
1904,Regular,Iowa,Illinois,0,1,0,1,0.0
1904,Regular,Iowa,Minnesota,0,1,0,1,0.0
1904,Regular,Iowa,Nebraska,0,1,0,1,0.0
1904,Regular,Michigan,Ohio State,1,0,0,1,100.0
1904,Regular,Michigan,Wisconsin,1,0,0,1,100.0
1904,Regular,Minnesota,Iowa,1,0,0,1,100.0
1904,Regular,Minnesota,Nebraska,1,0,0,1,100.0
1904,Regular,Minnesota,Northwestern,1,0,0,1,100.0
1904,Regular,Minnesota,Wisconsin,1,0,0,1,100.0
1904,Regular,Nebraska,Illinois,1,0,0,1,100.0
1904,Regular,Nebraska,Iowa,1,0,0,1,100.0
1904,Regular,Nebraska,Minnesota,0,1,0,1,0.0
1904,Regular,Northwestern,Illinois,1,0,0,1,100.0
1904,Regular,Northwestern,Minnesota,0,1,0,1,0.0
1904,Regular,Ohio State,Illinois,0,1,0,1,0.0
1904,Regular,Ohio State,Indiana,0,1,0,1,0.0
1904,Regular,Ohio State,Michigan,0,1,0,1,0.0
1904,Regular,Purdue,Illinois,0,1,0,1,0.0
1904,Regular,Purdue,Indiana,1,0,0,1,100.0
1904,Regular,Wisconsin,Michigan,0,1,0,1,0.0
1904,Regular,Wisconsin,Minnesota,0,1,0,1,0.0
1905,Regular,Illinois,Michigan,0,1,0,1,0.0
1905,Regular,Illinois,Nebraska,0,1,0,1,0.0
1905,Regular,Illinois,Purdue,0,1,0,1,0.0
1905,Regular,Indiana,Ohio State,1,0,0,1,100.0
1905,Regular,Indiana,Purdue,0,0,1,1,0.0
1905,Regular,Iowa,Minnesota,0,1,0,1,0.0
1905,Regular,Michigan,Illinois,1,0,0,1,100.0
1905,Regular,Michigan,Nebraska,1,0,0,1,100.0
1905,Regular,Michigan,Ohio State,1,0,0,1,100.0
1905,Regular,Michigan,Wisconsin,1,0,0,1,100.0
1905,Regular,Michigan State,Northwestern,0,1,0,1,0.0
1905,Regular,Minnesota,Iowa,1,0,0,1,100.0
1905,Regular,Minnesota,Nebraska,1,0,0,1,100.0
1905,Regular,Minnesota,Northwestern,1,0,0,1,100.0
1905,Regular,Minnesota,Wisconsin,0,1,0,1,0.0
1905,Regular,Nebraska,Illinois,1,0,0,1,100.0
1905,Regular,Nebraska,Michigan,0,1,0,1,0.0
1905,Regular,Nebraska,Minnesota,0,1,0,1,0.0
1905,Regular,Northwestern,Michigan State,1,0,0,1,100.0
1905,Regular,Northwestern,Minnesota,0,1,0,1,0.0
1905,Regular,Ohio State,Indiana,0,1,0,1,0.0
1905,Regular,Ohio State,Michigan,0,1,0,1,0.0
1905,Regular,Purdue,Illinois,1,0,0,1,100.0
1905,Regular,Purdue,Indiana,0,0,1,1,0.0
1905,Regular,Wisconsin,Michigan,0,1,0,1,0.0
1905,Regular,Wisconsin,Minnesota,1,0,0,1,100.0
1906,Regular,Illinois,Michigan,0,1,0,1,0.0
1906,Regular,Illinois,Purdue,1,0,0,1,100.0
1906,Regular,Illinois,Wisconsin,0,1,0,1,0.0
1906,Regular,Indiana,Minnesota,0,1,0,1,0.0
1906,Regular,Iowa,Wisconsin,0,1,0,1,0.0
1906,Regular,Michigan,Illinois,1,0,0,1,100.0
1906,Regular,Michigan,Ohio State,1,0,0,1,100.0
1906,Regular,Minnesota,Indiana,1,0,0,1,100.0
1906,Regular,Minnesota,Nebraska,1,0,0,1,100.0
1906,Regular,Nebraska,Minnesota,0,1,0,1,0.0
1906,Regular,Ohio State,Michigan,0,1,0,1,0.0
1906,Regular,Purdue,Illinois,0,1,0,1,0.0
1906,Regular,Purdue,Wisconsin,0,1,0,1,0.0
1906,Regular,Wisconsin,Illinois,1,0,0,1,100.0
1906,Regular,Wisconsin,Iowa,1,0,0,1,100.0
1906,Regular,Wisconsin,Purdue,1,0,0,1,100.0
1907,Regular,Illinois,Indiana,1,0,0,1,100.0
1907,Regular,Illinois,Iowa,0,1,0,1,0.0
1907,Regular,Illinois,Purdue,1,0,0,1,100.0
1907,Regular,Illinois,Wisconsin,1,0,0,1,100.0
1907,Regular,Indiana,Illinois,0,1,0,1,0.0
1907,Regular,Indiana,Wisconsin,0,1,0,1,0.0
1907,Regular,Iowa,Illinois,1,0,0,1,100.0
1907,Regular,Iowa,Wisconsin,0,1,0,1,0.0
1907,Regular,Michigan,Michigan State,1,0,0,1,100.0
1907,Regular,Michigan,Ohio State,1,0,0,1,100.0
1907,Regular,Michigan State,Michigan,0,1,0,1,0.0
1907,Regular,Minnesota,Nebraska,1,0,0,1,100.0
1907,Regular,Minnesota,Wisconsin,0,0,1,1,0.0
1907,Regular,Nebraska,Minnesota,0,1,0,1,0.0
1907,Regular,Ohio State,Michigan,0,1,0,1,0.0
1907,Regular,Purdue,Illinois,0,1,0,1,0.0
1907,Regular,Purdue,Wisconsin,0,1,0,1,0.0
1907,Regular,Wisconsin,Illinois,0,1,0,1,0.0
1907,Regular,Wisconsin,Indiana,1,0,0,1,100.0
1907,Regular,Wisconsin,Iowa,1,0,0,1,100.0
1907,Regular,Wisconsin,Minnesota,0,0,1,1,0.0
1907,Regular,Wisconsin,Purdue,1,0,0,1,100.0
1908,Regular,Illinois,Indiana,1,0,0,1,100.0
1908,Regular,Illinois,Iowa,1,0,0,1,100.0
1908,Regular,Illinois,Northwestern,1,0,0,1,100.0
1908,Regular,Illinois,Purdue,1,0,0,1,100.0
1908,Regular,Indiana,Illinois,0,1,0,1,0.0
1908,Regular,Indiana,Purdue,1,0,0,1,100.0
1908,Regular,Indiana,Wisconsin,0,1,0,1,0.0
1908,Regular,Iowa,Illinois,0,1,0,1,0.0
1908,Regular,Iowa,Nebraska,0,1,0,1,0.0
1908,Regular,Michigan,Michigan State,0,0,1,1,0.0
1908,Regular,Michigan,Ohio State,1,0,0,1,100.0
1908,Regular,Michigan State,Michigan,0,0,1,1,0.0
1908,Regular,Minnesota,Nebraska,0,0,1,1,0.0
1908,Regular,Minnesota,Wisconsin,0,1,0,1,0.0
1908,Regular,Nebraska,Iowa,1,0,0,1,100.0
1908,Regular,Nebraska,Minnesota,0,0,1,1,0.0
1908,Regular,Northwestern,Illinois,0,1,0,1,0.0
