year,date,team_a,team_b,score_a,score_b,venue,notes
1929,10/26,Kansas State,Oklahoma,13,14,,
1929,11/2,Kansas State,Missouri,7,6,,
1929,11/23,Kansas State,Nebraska,6,10,,
1929,11/25,Kansas State,Marquette,6,25,,
1928,9/29,Bethany (Kansas),Kansas State,7,32,,
1928,10/6,Kansas State,Oklahoma State,13,6,,
1928,10/13,Fort Hays State,Kansas State,7,22,,
1928,10/27,Kansas State,Oklahoma,21,33,,
1928,11/10,Kansas State,Missouri,6,19,,
1928,11/29,Kansas State,Nebraska,0,8,,
1927,9/24,Fort Hays State,Kansas State,6,30,,
1927,10/1,Kansas State,Missouri,6,13,,
1927,10/22,Kansas State,Oklahoma,20,14,,
1927,11/12,Kansas State,Texas,7,41,,
1927,11/19,Kansas State,Nebraska,0,33,,
1927,11/24,Kansas State,Oklahoma State,18,25,,
1926,10/2,Kansas State,Texas,13,3,,
1926,10/9,Creighton,Kansas State,0,12,,
1926,10/23,Kansas State,Oklahoma,15,12,,
1926,10/30,Arkansas,Kansas State,7,16,,
1926,11/6,Kansas State,Marquette,0,14,,
1926,11/13,Kansas State,Nebraska,0,3,,
1925,9/26,Emporia State,Kansas State,7,26,,
1925,10/3,Kansas State,Oklahoma,16,0,,
1925,10/10,Drake,Kansas State,19,0,,
1925,10/24,Kansas State,Missouri,0,3,,
1925,11/7,Kansas State,Marquette,2,0,,
1925,11/14,Kansas State,Nebraska,0,0,,
1924,10/3,Kansas State,Washburn,23,0,,
1924,10/10,Emporia State,Kansas State,6,19,,
1924,10/25,Kansas State,Missouri,7,14,,
1924,11/15,Drake,Kansas State,7,6,,
1924,11/22,Kansas State,Nebraska,0,24,,
1924,11/26,Kansas State,Oklahoma,7,7,,
1923,10/5,Kansas State,Washburn,25,0,,
1923,10/13,Creighton,Kansas State,0,6,,
1923,11/3,Kansas State,Missouri,2,4,,
1923,11/10,Grinnell,Kansas State,7,34,,
1923,11/23,Kansas State,Oklahoma,21,20,,
1923,11/29,Kansas State,Nebraska,12,34,,
1922,10/6,Kansas State,Washburn,47,0,,
1922,10/14,Kansas State,Washington (Missouri),22,14,,
1922,10/21,Kansas State,Oklahoma,7,7,,
1922,11/4,Kansas State,Missouri,14,10,,
1922,11/18,Kansas State,Nebraska,0,21,,
1922,11/30,Kansas State,Texas Christian,45,0,,
1921,10/1,Emporia College,Kansas State,3,7,,
1921,10/8,Kansas State,Washington (Missouri),21,0,,
1921,10/15,Creighton,Kansas State,14,7,,
1921,10/22,Kansas State,Missouri,7,5,,
1921,11/5,Grinnell,Kansas State,7,21,,
1921,11/19,Kansas State,Oklahoma,14,7,,
1920,10/1,Fort Hays State,Kansas State,0,14,,
1920,10/8,Camp Funston,Kansas State,0,55,,
1920,10/15,Emporia State,Kansas State,7,7,,
1920,10/22,Creighton,Kansas State,0,3,,
1920,11/6,Kansas State,Missouri,7,10,,
1920,11/19,Kansas State,Oklahoma,7,7,,
1920,11/26,Kansas State,Washburn,0,0,,
1919,9/20,Emporia State,Kansas State,0,12,,
1919,9/27,Baker,Kansas State,0,16,,
1919,10/4,Camp Funston,Kansas State,6,20,,
1919,10/11,Kansas State,Missouri,6,6,,
1919,10/18,Kansas State,Washington (Missouri),9,14,,
1919,10/24,Fort Hays State,Kansas State,0,12,,
1919,11/8,Haskell,Kansas State,7,3,,
1919,11/22,Kansas State,Oklahoma,3,14,,
1918,9/27,Baker,Kansas State,0,22,,
1918,10/5,Fort Riley,Kansas State,7,27,,
1918,11/9,Kansas State,Washburn,28,9,,
1917,9/29,Baker,Kansas State,0,28,,
1917,10/6,Kansas State,Oklahoma State,23,0,,
1917,10/13,Kansas State,Missouri,7,6,,
1917,10/20,Kansas State,Washington (Missouri),61,0,,
1917,11/22,Emporia State,Kansas State,0,51,,
1917,11/29,Kansas State,Washburn,38,0,,
1916,9/30,Baker,Kansas State,0,20,,
1916,10/6,Kansas State,Southwestern (Kansas),53,0,,
1916,10/14,Kansas State,Nebraska,0,14,,
1916,10/21,Emporia State,Kansas State,3,13,,
1916,11/11,Kansas State,Missouri,7,6,,
1916,11/17,Kansas State,Oklahoma,14,13,,
1916,11/23,Kansas State,Washburn,47,0,,
1915,10/1,Kansas State,Southwestern (Kansas),9,0,,
1915,10/9,Kansas State,Nebraska,0,31,,
1915,10/15,Emporia State,Kansas State,13,0,,
1915,10/29,Kansas State,Missouri,0,0,,
1915,11/6,Friends,Kansas State,0,14,,
1915,11/12,Kansas State,Washburn,6,0,,
1915,11/19,Kansas State,Oklahoma,7,21,,
1914,10/3,Kansas State,Southwestern (Kansas),15,0,,
1914,10/10,Emporia State,Kansas State,0,0,,
1914,10/17,Kansas State,Nebraska,0,31,,
1914,10/31,Kansas State,Missouri,3,13,,
1914,11/13,Kansas State,Oklahoma,10,52,,
1914,11/25,Kansas State,Washburn,16,26,,
1913,10/3,Kansas State,Southwestern (Kansas),10,13,,
1913,10/11,Kansas State,Nebraska,6,24,,
1913,10/18,Emporia State,Kansas State,0,33,,
1913,11/1,Kansas State,Wichita State,30,7,,
1913,11/8,Kansas State,Texas A&M,12,0,,
1913,11/18,Kansas State,Texas,0,46,,
1913,11/27,Kansas State,Washburn,6,6,,
1912,9/28,Kansas State,Southwestern (Kansas),19,7,,
1912,10/5,Haskell,Kansas State,14,21,,
1912,10/12,Kansas State,Nebraska,6,30,,
1912,10/19,Emporia State,Kansas State,7,22,,
1912,11/2,Kansas State,Wichita State,54,0,,
1912,11/8,Emporia College,Kansas State,7,28,,
1912,11/20,Kansas State,Texas A&M,13,10,,
1912,11/28,Kansas State,Washburn,21,3,,
2025,8/28,Oklahoma State,Tennessee-Martin,27,7,,
2025,9/6,Oklahoma State,Oregon,3,69,,
2025,9/19,Oklahoma State,Tulsa,12,19,,
2025,10/25,Oklahoma State,Texas Tech,0,42,,
2024,8/31,Oklahoma State,South Dakota State,44,20,,
2024,9/7,Arkansas,Oklahoma State,31,39,,
2024,9/14,Oklahoma State,Tulsa,45,10,,
2024,9/21,Oklahoma State,Utah,19,22,,
2024,10/5,Oklahoma State,West Virginia,14,38,,
2024,11/9,Oklahoma State,Texas Christian,13,38,,
2024,11/23,Oklahoma State,Texas Tech,48,56,,
2023,9/2,Central Arkansas,Oklahoma State,13,27,,
2023,9/16,Oklahoma State,South Alabama,7,33,,
2023,10/21,Oklahoma State,West Virginia,48,34,,
2023,11/4,Oklahoma,Oklahoma State,24,27,,
2023,12/2,Oklahoma State,Texas,21,49,"@ Arlington, TX",Big 12 Championship
2023,12/27,Oklahoma State,Texas A&M,31,23,"@ Houston, TX",Texas Bowl
2022,9/1,Central Michigan,Oklahoma State,44,58,,
2022,9/17,Arkansas-Pine Bluff,Oklahoma State,7,63,,
2022,10/8,Oklahoma State,Texas Tech,41,31,,
2022,10/15,Oklahoma State,Texas Christian,40,43,,
2022,10/22,Oklahoma State,Texas,41,34,,
2022,11/19,Oklahoma,Oklahoma State,28,13,,
2022,11/26,Oklahoma State,West Virginia,19,24,,
2022,12/27,Oklahoma State,Wisconsin,17,24,"@ Phoenix, AZ",Guaranteed Rate Bowl
2021,9/4,Missouri State,Oklahoma State,16,23,,
2021,9/11,Oklahoma State,Tulsa,28,23,,
2021,9/18,Boise State,Oklahoma State,20,21,,
2021,10/16,Oklahoma State,Texas,32,24,,
2021,11/6,Oklahoma State,West Virginia,24,3,,
2021,11/13,Oklahoma State,Texas Christian,63,17,,
2021,11/20,Oklahoma State,Texas Tech,23,0,,
2021,11/27,Oklahoma,Oklahoma State,33,37,,
2021,1/1,Notre Dame,Oklahoma State,35,37,"@ Glendale, AZ",Fiesta Bowl
2020,9/19,Oklahoma State,Tulsa,16,7,,
2020,9/26,Oklahoma State,West Virginia,27,13,,
2020,10/31,Oklahoma State,Texas,34,41,,
2020,11/21,Oklahoma,Oklahoma State,41,13,,
2020,11/28,Oklahoma State,Texas Tech,50,44,,
2020,12/5,Oklahoma State,Texas Christian,22,29,,
2019,8/30,Oklahoma State,Oregon State,52,36,,
2019,9/7,McNeese State,Oklahoma State,14,56,,
2019,9/14,Oklahoma State,Tulsa,40,21,,
2019,9/21,Oklahoma State,Texas,30,36,,
2019,10/5,Oklahoma State,Texas Tech,35,45,,
2019,11/2,Oklahoma State,Texas Christian,34,27,,
2019,11/23,Oklahoma State,West Virginia,20,13,,
2019,11/30,Oklahoma,Oklahoma State,34,16,,
2019,12/27,Oklahoma State,Texas A&M,21,24,"@ Houston, TX",Texas Bowl
2018,8/30,Missouri State,Oklahoma State,17,58,,
2018,9/8,Oklahoma State,South Alabama,55,13,,
2018,9/15,Boise State,Oklahoma State,21,44,,
2018,9/22,Oklahoma State,Texas Tech,17,41,,
2018,10/27,Oklahoma State,Texas,38,35,,
2018,11/10,Oklahoma,Oklahoma State,48,47,,
2018,11/17,Oklahoma State,West Virginia,45,41,,
2018,11/24,Oklahoma State,Texas Christian,24,31,,
2018,12/31,Missouri,Oklahoma State,33,38,"@ Memphis, TN",Liberty Bowl
2017,8/31,Oklahoma State,Tulsa,59,24,,
2017,9/8,Oklahoma State,South Alabama,44,7,,
2017,9/23,Oklahoma State,Texas Christian,31,44,,
2017,9/30,Oklahoma State,Texas Tech,41,34,,
2017,10/21,Oklahoma State,Texas,13,10,,
2017,10/28,Oklahoma State,West Virginia,50,39,,
2017,11/4,Oklahoma,Oklahoma State,62,52,,
2016,9/3,Oklahoma State,Southeastern Louisiana,61,7,,
2016,9/10,Central Michigan,Oklahoma State,30,27,,
2016,10/1,Oklahoma State,Texas,49,31,,
2016,10/29,Oklahoma State,West Virginia,37,20,,
2016,11/12,Oklahoma State,Texas Tech,45,44,,
2016,11/19,Oklahoma State,Texas Christian,31,6,,
2016,12/3,Oklahoma,Oklahoma State,38,20,,
2015,9/3,Central Michigan,Oklahoma State,13,24,,
2015,9/12,Central Arkansas,Oklahoma State,8,32,,
2015,9/19,Oklahoma State,Texas-San Antonio,69,14,,
2015,9/26,Oklahoma State,Texas,30,27,,
2015,10/10,Oklahoma State,West Virginia,33,26,,
2015,10/31,Oklahoma State,Texas Tech,70,53,,
2015,11/7,Oklahoma State,Texas Christian,49,29,,
2015,11/28,Oklahoma,Oklahoma State,58,23,,
2015,1/1,Mississippi,Oklahoma State,48,20,"@ New Orleans, LA",Sugar Bowl
2014,9/6,Missouri State,Oklahoma State,23,40,,
2014,9/13,Oklahoma State,Texas-San Antonio,43,13,,
2014,9/25,Oklahoma State,Texas Tech,45,35,,
2014,10/18,Oklahoma State,Texas Christian,9,42,,
2014,10/25,Oklahoma State,West Virginia,10,34,,
2014,11/15,Oklahoma State,Texas,7,28,,
2014,12/6,Oklahoma,Oklahoma State,35,38,,
2014,1/2,Oklahoma State,Washington,30,22,"@ Tempe, AZ",Cactus Bowl
2013,8/31,Mississippi State,Oklahoma State,3,21,"@ Houston, TX",
2013,9/7,Oklahoma State,Texas-San Antonio,56,35,,
2013,9/14,Lamar,Oklahoma State,3,59,,
2013,9/28,Oklahoma State,West Virginia,21,30,,
2013,10/19,Oklahoma State,Texas Christian,24,10,,
2013,11/2,Oklahoma State,Texas Tech,52,34,,
2013,11/16,Oklahoma State,Texas,38,13,,
2013,12/7,Oklahoma,Oklahoma State,33,24,,
2013,1/3,Missouri,Oklahoma State,41,31,"@ Arlington, TX",Cotton Bowl
2012,9/1,Oklahoma State,Savannah State,84,0,,
2012,9/15,Louisiana,Oklahoma State,24,65,,
2012,9/29,Oklahoma State,Texas,36,41,,
2012,10/27,Oklahoma State,Texas Christian,36,14,,
2012,11/10,Oklahoma State,West Virginia,55,34,,
2012,11/17,Oklahoma State,Texas Tech,59,21,,
2012,11/24,Oklahoma,Oklahoma State,51,48,,
2012,1/1,Oklahoma State,Purdue,58,14,"@ Dallas, TX",Heart of Dallas Bowl
2011,9/3,Louisiana,Oklahoma State,34,61,,
2011,9/17,Oklahoma State,Tulsa,59,33,,
2011,9/24,Oklahoma State,Texas A&M,30,29,,
2011,10/15,Oklahoma State,Texas,38,26,,
2011,10/22,Missouri,Oklahoma State,24,45,,
2011,11/12,Oklahoma State,Texas Tech,66,6,,
2011,12/3,Oklahoma,Oklahoma State,10,44,,
2010,9/4,Oklahoma State,Washington State,65,17,,
2010,9/11,Oklahoma State,Troy,41,38,,
2010,9/18,Oklahoma State,Tulsa,65,28,,
2010,9/30,Oklahoma State,Texas A&M,38,35,,
2010,10/8,Louisiana,Oklahoma State,28,54,,
2010,10/16,Oklahoma State,Texas Tech,34,17,,
2010,10/23,Nebraska,Oklahoma State,51,41,,
2010,11/13,Oklahoma State,Texas,33,16,,
2010,11/27,Oklahoma,Oklahoma State,47,41,,
2009,9/5,Georgia,Oklahoma State,10,24,,
2009,9/19,Oklahoma State,Rice,41,24,,
2009,9/26,Grambling State,Oklahoma State,6,56,,
2009,10/10,Oklahoma State,Texas A&M,36,31,,
2009,10/17,Missouri,Oklahoma State,17,33,,
2009,10/31,Oklahoma State,Texas,14,41,,
2009,11/14,Oklahoma State,Texas Tech,24,17,,
2009,11/28,Oklahoma,Oklahoma State,27,0,,
2009,1/2,Mississippi,Oklahoma State,21,7,"@ Arlington, TX",Cotton Bowl
2008,8/30,Oklahoma State,Washington State,39,13,"@ Seattle, WA",
2008,9/13,Missouri State,Oklahoma State,13,57,,
2008,9/27,Oklahoma State,Troy,55,24,,
2008,10/4,Oklahoma State,Texas A&M,56,28,,
2008,10/11,Missouri,Oklahoma State,23,28,,
2008,10/25,Oklahoma State,Texas,24,28,,
2008,11/8,Oklahoma State,Texas Tech,20,56,,
2008,11/29,Oklahoma,Oklahoma State,61,41,,
2008,12/30,Oklahoma State,Oregon,31,42,"@ San Diego, CA",Holiday Bowl
2007,9/1,Georgia,Oklahoma State,35,14,,
2007,9/8,Florida Atlantic,Oklahoma State,6,42,,
2007,9/14,Oklahoma State,Troy,23,41,,
2007,9/22,Oklahoma State,Texas Tech,49,45,,
2007,9/29,Oklahoma State,Sam Houston State,39,3,,
2007,10/6,Oklahoma State,Texas A&M,23,24,,
2007,10/13,Nebraska,Oklahoma State,14,45,,
2007,11/3,Oklahoma State,Texas,35,38,,
2007,11/24,Oklahoma,Oklahoma State,49,17,,
2007,12/31,Indiana,Oklahoma State,33,49,"@ Tempe, AZ",Insight Bowl
2006,9/2,Missouri State,Oklahoma State,10,52,,
2006,9/9,Arkansas State,Oklahoma State,7,35,"@ Little Rock, AR",
2006,9/16,Florida Atlantic,Oklahoma State,8,48,,
2006,10/21,Oklahoma State,Texas A&M,33,34,,
2006,10/28,Nebraska,Oklahoma State,29,41,,
2006,11/4,Oklahoma State,Texas,10,36,,
2006,11/18,Oklahoma State,Texas Tech,24,30,,
2006,11/25,Oklahoma,Oklahoma State,27,21,,
2006,12/28,Alabama,Oklahoma State,31,34,"@ Shreveport, LA",Independence Bowl
2005,9/3,Montana State,Oklahoma State,10,15,,
2005,9/8,Florida Atlantic,Oklahoma State,3,23,"@ Miami, FL",
2005,9/17,Arkansas State,Oklahoma State,10,20,,
2005,10/8,Missouri,Oklahoma State,38,31,,
2005,10/15,Oklahoma State,Texas A&M,23,62,,
2005,10/29,Oklahoma State,Texas,28,47,,
2005,11/12,Oklahoma State,Texas Tech,24,17,,
2005,11/26,Oklahoma,Oklahoma State,42,14,,
2004,9/4,Oklahoma State,UCLA,31,20,,
2004,9/11,Oklahoma State,Tulsa,38,21,,
2004,10/16,Oklahoma State,Texas A&M,20,36,,
2004,10/23,Missouri,Oklahoma State,17,20,,
2004,10/30,Oklahoma,Oklahoma State,38,35,,
2004,11/6,Oklahoma State,Texas,35,56,,
2004,11/27,Oklahoma State,Texas Tech,15,31,,
2004,12/29,Ohio State,Oklahoma State,33,7,"@ San Antonio, TX",Alamo Bowl
2003,8/30,Nebraska,Oklahoma State,17,7,,
2003,9/6,Oklahoma State,Wyoming,48,24,,
2003,9/13,Missouri State,Oklahoma State,3,42,,
2003,10/4,Louisiana,Oklahoma State,3,56,,
2003,10/18,Oklahoma State,Texas Tech,51,49,,
2003,10/25,Oklahoma State,Texas A&M,38,10,,
2003,11/1,Oklahoma,Oklahoma State,52,9,,
2003,11/8,Oklahoma State,Texas,16,55,,
2003,1/2,Mississippi,Oklahoma State,31,28,"@ Dallas, TX",Cotton Bowl
2002,8/31,Louisiana Tech,Oklahoma State,39,36,"@ Shreveport, LA",
2002,9/7,Northern Iowa,Oklahoma State,10,45,,
2002,9/14,Oklahoma State,UCLA,24,38,,
2002,10/5,Oklahoma State,Texas,15,17,,
2002,10/19,Nebraska,Oklahoma State,21,24,,
2002,11/2,Oklahoma State,Texas A&M,28,23,,
2002,11/9,Oklahoma State,Texas Tech,24,49,,
2002,11/30,Oklahoma,Oklahoma State,28,38,,
2002,12/27,Oklahoma State,Southern Mississippi,33,23,"@ Houston, TX",Houston Bowl
2001,9/1,Oklahoma State,Southern Mississippi,9,17,,
2001,9/8,Louisiana Tech,Oklahoma State,23,30,,
2001,9/22,Oklahoma State,Texas A&M,7,21,,
2001,9/29,Northwestern State,Oklahoma State,0,24,,
2001,10/6,Missouri,Oklahoma State,41,38,,
2001,10/13,Oklahoma State,Texas,17,45,,
2001,11/10,Oklahoma State,Texas Tech,30,49,,
2001,11/24,Oklahoma,Oklahoma State,13,16,,
2000,9/9,Oklahoma State,Tulsa,36,26,,
2000,9/16,Oklahoma State,Texas State,23,0,,
2000,9/23,Oklahoma State,Southern Mississippi,6,28,,
2000,9/30,Oklahoma State,Texas,7,42,,
2000,10/7,Missouri,Oklahoma State,24,10,,
2000,11/4,Oklahoma State,Texas A&M,16,21,,
2000,11/11,Oklahoma State,Texas Tech,0,58,,
2000,11/25,Oklahoma,Oklahoma State,12,7,,
1999,9/4,Louisiana,Oklahoma State,7,24,,
1999,9/11,Oklahoma State,Tulsa,46,9,,
1999,9/18,Mississippi State,Oklahoma State,29,11,,
1999,10/2,Nebraska,Oklahoma State,38,14,,
1999,10/9,Oklahoma State,Texas Tech,41,21,,
1999,10/30,Oklahoma State,Texas A&M,3,21,,
1999,11/6,Oklahoma State,Texas,21,34,,
1999,11/27,Oklahoma,Oklahoma State,44,7,,
1998,9/12,Oklahoma State,Tulsa,20,35,,
1998,9/19,Mississippi State,Oklahoma State,23,42,,
1998,10/3,Nebraska,Oklahoma State,24,17,"@ Kansas City, MO",
1998,10/10,Oklahoma State,Texas Tech,17,24,,
1998,10/24,Oklahoma,Oklahoma State,26,41,,
1998,10/31,Oklahoma State,Texas A&M,6,17,,
1998,11/7,Oklahoma State,Texas,34,37,,
1998,11/14,Louisiana,Oklahoma State,20,44,,
1997,9/6,Louisiana,Oklahoma State,7,31,,
1997,9/13,Fresno State,Oklahoma State,0,35,,
1997,9/27,Louisiana-Monroe,Oklahoma State,7,38,,
1997,10/4,Oklahoma State,Texas,42,16,,
1997,10/25,Missouri,Oklahoma State,51,50,,
1997,11/1,Oklahoma State,Texas A&M,25,28,,
1997,11/8,Oklahoma,Oklahoma State,7,30,,
1997,11/15,Oklahoma State,Texas Tech,3,27,,
1997,12/30,Oklahoma State,Purdue,20,33,"@ San Antonio, TX",Alamo Bowl
1996,8/31,Missouri State,Oklahoma State,20,23,,
1996,9/7,Oklahoma State,Texas Tech,3,31,"@ Irving, TX",
1996,9/14,Oklahoma State,Tulsa,30,9,,
1996,9/21,Oklahoma State,Utah State,31,17,,
1996,10/5,Oklahoma State,Texas,14,71,,
1996,10/26,Missouri,Oklahoma State,35,28,,
1996,11/2,Oklahoma State,Texas A&M,19,38,,
1996,11/9,Oklahoma,Oklahoma State,27,17,,
1995,8/31,Nebraska,Oklahoma State,64,21,,
1995,9/9,Oklahoma State,Tulsa,23,24,,
1995,9/16,Missouri State,Oklahoma State,7,35,,
1995,9/23,Oklahoma State,Wyoming,25,45,,
1995,9/30,Oklahoma State,Tennessee,0,31,,
1995,10/21,Missouri,Oklahoma State,26,30,,
1995,11/11,Oklahoma,Oklahoma State,0,12,,
1995,12/2,Hawaii,Oklahoma State,20,24,,
1994,9/1,Northern Illinois,Oklahoma State,14,31,,
1994,9/24,Oklahoma State,Tulsa,17,10,,
1994,10/1,North Texas,Oklahoma State,34,36,,
1994,10/8,Nebraska,Oklahoma State,32,3,,
1994,10/15,Missouri,Oklahoma State,24,15,,
1994,11/12,Oklahoma,Oklahoma State,33,14,,
1993,9/11,Missouri State,Oklahoma State,7,45,,
1993,9/18,Oklahoma State,Tulsa,16,10,,
1993,10/2,Oklahoma State,Texas Christian,27,22,,
1993,10/7,Nebraska,Oklahoma State,27,13,,
1993,10/16,Missouri,Oklahoma State,42,9,,
1993,11/13,Oklahoma,Oklahoma State,31,0,,
1992,9/5,Indiana State,Oklahoma State,3,35,,
1992,9/19,Michigan,Oklahoma State,35,3,,
1992,9/26,Oklahoma State,Tulsa,24,19,,
1992,10/3,Oklahoma State,Texas Christian,11,13,,
1992,10/10,Nebraska,Oklahoma State,55,0,,
1992,10/17,Missouri,Oklahoma State,26,28,,
1992,11/14,Oklahoma,Oklahoma State,15,15,,
1991,9/7,Oklahoma State,Tulsa,7,13,,
1991,9/21,Oklahoma State,Texas Christian,21,24,,
1991,10/12,Nebraska,Oklahoma State,49,15,,
1991,10/19,Missouri,Oklahoma State,41,7,,
1991,11/16,Oklahoma,Oklahoma State,21,6,,
1990,9/1,Oklahoma State,Tulsa,10,3,,
1990,9/8,Florida,Oklahoma State,50,7,,
1990,9/15,Northern Iowa,Oklahoma State,23,33,,
1990,9/22,Oklahoma State,Texas Christian,21,31,,
1990,10/6,Oklahoma,Oklahoma State,31,17,,
1990,10/20,Nebraska,Oklahoma State,31,3,,
1990,10/27,Missouri,Oklahoma State,28,48,,
1989,9/9,Oklahoma State,Tulsa,10,20,,
1989,9/16,Ohio State,Oklahoma State,37,13,,
1989,9/23,Oklahoma State,Texas Tech,15,31,,
1989,9/30,Oklahoma State,Wyoming,27,7,,
1989,10/7,Oklahoma,Oklahoma State,37,15,,
1989,10/21,Nebraska,Oklahoma State,48,23,,
1989,10/28,Missouri,Oklahoma State,30,31,,
1988,9/10,Miami (Ohio),Oklahoma State,20,52,,
1988,9/24,Oklahoma State,Texas A&M,52,15,,
1988,10/1,Oklahoma State,Tulsa,56,35,,
1988,10/15,Nebraska,Oklahoma State,63,42,,
1988,10/22,Missouri,Oklahoma State,21,49,,
1988,11/5,Oklahoma,Oklahoma State,31,28,,
1988,12/3,Oklahoma State,Texas Tech,45,42,"@ Tokyo, Japan",Coca-Cola Classic
1988,12/30,Oklahoma State,Wyoming,62,14,"@ San Diego, CA",Holiday Bowl
1987,9/5,Oklahoma State,Tulsa,39,28,,
1987,9/19,Oklahoma State,Wyoming,35,29,,
1987,9/26,Louisiana,Oklahoma State,0,36,,
1987,10/17,Nebraska,Oklahoma State,35,0,,
1987,10/24,Missouri,Oklahoma State,20,24,,
1987,11/7,Oklahoma,Oklahoma State,29,10,,
1987,12/25,Oklahoma State,West Virginia,35,33,"@ El Paso, TX",Sun Bowl
1986,9/6,Louisiana,Oklahoma State,20,21,,
1986,9/13,Oklahoma State,Tulsa,23,27,,
1986,9/27,Illinois State,Oklahoma State,7,23,,
1986,10/11,Nebraska,Oklahoma State,30,10,,
1986,10/18,Oklahoma,Oklahoma State,19,0,,
1986,12/4,Missouri,Oklahoma State,6,10,,
1985,9/7,Oklahoma State,Washington,31,17,,
1985,9/14,North Texas,Oklahoma State,9,10,,
1985,9/28,Miami (Ohio),Oklahoma State,10,45,,
1985,10/5,Oklahoma State,Tulsa,25,13,,
1985,10/12,Nebraska,Oklahoma State,34,24,,
1985,11/16,Missouri,Oklahoma State,19,21,,
1985,11/30,Oklahoma,Oklahoma State,13,0,,
1984,9/15,Bowling Green,Oklahoma State,14,31,,
1984,9/22,Oklahoma State,San Diego State,19,16,,
1984,9/29,Oklahoma State,Tulsa,31,7,,
1984,10/6,Nebraska,Oklahoma State,17,3,,
1984,11/10,Missouri,Oklahoma State,13,31,,
1984,11/24,Oklahoma,Oklahoma State,24,14,,
1984,12/28,Oklahoma State,South Carolina,21,14,"@ Jacksonville, FL",Gator Bowl
1983,9/10,North Texas,Oklahoma State,13,20,,
1983,9/23,Oklahoma State,Texas A&M,34,15,,
1983,10/1,Oklahoma State,Tulsa,9,0,,
1983,10/8,Nebraska,Oklahoma State,14,10,,
1983,10/15,Oklahoma,Oklahoma State,21,20,,
1983,11/12,Missouri,Oklahoma State,16,10,,
1982,9/11,North Texas,Oklahoma State,6,27,,
1982,9/19,Oklahoma State,Tulsa,15,25,,
1982,10/23,Oklahoma,Oklahoma State,27,9,,
1982,10/30,Missouri,Oklahoma State,20,30,,
1982,11/6,Nebraska,Oklahoma State,48,10,,
1982,11/27,Oklahoma State,San Diego State,6,35,,
1981,9/19,Oklahoma State,Tulsa,23,21,,
1981,9/26,Oklahoma State,San Diego State,16,23,,
1981,10/3,North Texas,Oklahoma State,0,9,"@ Irving, TX",
1981,10/31,Missouri,Oklahoma State,12,16,,
1981,11/7,Nebraska,Oklahoma State,54,7,,
1981,11/28,Oklahoma,Oklahoma State,27,3,,
1981,12/12,Oklahoma State,Texas A&M,16,33,"@ Shreveport, LA",Independence Bowl
1980,9/13,Oklahoma State,West Texas A&M,19,20,,
1980,9/20,Arkansas,Oklahoma State,33,20,"@ Little Rock, AR",
1980,10/4,Oklahoma State,Washington,18,24,,
1980,10/11,Missouri,Oklahoma State,30,7,,
1980,10/18,Nebraska,Oklahoma State,48,7,,
1980,11/1,Oklahoma State,San Diego State,15,6,,
1980,11/29,Oklahoma,Oklahoma State,63,14,,
1979,9/8,North Texas,Oklahoma State,7,25,,
1979,9/15,Oklahoma State,Wichita State,16,6,,
1979,9/22,Arkansas,Oklahoma State,27,7,"@ Little Rock, AR",
1979,10/6,Oklahoma State,South Carolina,16,23,,
1979,10/13,Missouri,Oklahoma State,13,14,,
1979,10/20,Nebraska,Oklahoma State,36,0,,
1979,11/3,Oklahoma,Oklahoma State,38,7,,
1978,9/9,Oklahoma State,Wichita State,10,20,,
1978,9/23,Arkansas,Oklahoma State,19,7,,
